ASP.NET Core 2.0,Commit,11460,CVE-2018-0808,ASP.NET Core Denial of Service Vulnerability
Microsoft Exchange Server 2016 Cumulative Update 8,4073392,11492,CVE-2018-0940,Microsoft Exchange Elevation of Privilege Vulnerability
Microsoft Exchange Server 2013 Cumulative Update 19,4073392,11493,CVE-2018-0940,Microsoft Exchange Elevation of Privilege Vulnerability
Microsoft Exchange Server 2010 Service Pack 3 Update Rollup 20,4073537,11496,CVE-2018-0940,Microsoft Exchange Elevation of Privilege Vulnerability
Microsoft Exchange Server 2016 Cumulative Update 7,4073392,11469,CVE-2018-0941,Microsoft Exchange Information Disclosure Vulnerability
Microsoft Exchange Server 2016 Cumulative Update 8,4073392,11492,CVE-2018-0941,Microsoft Exchange Information Disclosure Vulnerability
Internet Explorer 11 on Windows 8.1 for 32-bit systems,4088876,10486-10481,CVE-2018-0942,Internet Explorer Elevation of Privilege Vulnerability
Internet Explorer 11 on Windows 8.1 for 32-bit systems,4089187,10486-10481,CVE-2018-0942,Internet Explorer Elevation of Privilege Vulnerability
Internet Explorer 11 on Windows 8.1 for x64-based systems,4088876,10486-10482,CVE-2018-0942,Internet Explorer Elevation of Privilege Vulnerability
Internet Explorer 11 on Windows 8.1 for x64-based systems,4089187,10486-10482,CVE-2018-0942,Internet Explorer Elevation of Privilege Vulnerability
Internet Explorer 11 on Windows Server 2012 R2,4088876,10486-10483,CVE-2018-0942,Internet Explorer Elevation of Privilege Vulnerability
Internet Explorer 11 on Windows Server 2012 R2,4089187,10486-10483,CVE-2018-0942,Internet Explorer Elevation of Privilege Vulnerability
Internet Explorer 11 on Windows RT 8.1,4088876,10486-10484,CVE-2018-0942,Internet Explorer Elevation of Privilege Vulnerability
Internet Explorer 11 on Windows 7 for 32-bit Systems Service Pack 1,4088875,10486-10047,CVE-2018-0942,Internet Explorer Elevation of Privilege Vulnerability
Internet Explorer 11 on Windows 7 for 32-bit Systems Service Pack 1,4096040,10486-10047,CVE-2018-0942,Internet Explorer Elevation of Privilege Vulnerability
Internet Explorer 11 on Windows 7 for x64-based Systems Service Pack 1,4088875,10486-10048,CVE-2018-0942,Internet Explorer Elevation of Privilege Vulnerability
Internet Explorer 11 on Windows 7 for x64-based Systems Service Pack 1,4096040,10486-10048,CVE-2018-0942,Internet Explorer Elevation of Privilege Vulnerability
Internet Explorer 11 on Windows Server 2008 R2 for x64-based Systems Service Pack 1,4088875,10486-10051,CVE-2018-0942,Internet Explorer Elevation of Privilege Vulnerability
Internet Explorer 11 on Windows Server 2008 R2 for x64-based Systems Service Pack 1,4096040,10486-10051,CVE-2018-0942,Internet Explorer Elevation of Privilege Vulnerability
Internet Explorer 11 on Windows 10 for 32-bit Systems,4088786,10486-10729,CVE-2018-0942,Internet Explorer Elevation of Privilege Vulnerability
Internet Explorer 11 on Windows 10 for x64-based Systems,4088786,10486-10735,CVE-2018-0942,Internet Explorer Elevation of Privilege Vulnerability
Internet Explorer 11 on Windows 10 Version 1511 for 32-bit Systems,4088779,10486-10789,CVE-2018-0942,Internet Explorer Elevation of Privilege Vulnerability
Internet Explorer 11 on Windows 10 Version 1511 for x64-based Systems,4088779,10486-10788,CVE-2018-0942,Internet Explorer Elevation of Privilege Vulnerability
Internet Explorer 11 on Windows 10 Version 1607 for 32-bit Systems,4088787,10486-10852,CVE-2018-0942,Internet Explorer Elevation of Privilege Vulnerability
Internet Explorer 11 on Windows 10 Version 1607 for x64-based Systems,4088787,10486-10853,CVE-2018-0942,Internet Explorer Elevation of Privilege Vulnerability
Internet Explorer 11 on Windows Server 2016,4088787,10486-10816,CVE-2018-0942,Internet Explorer Elevation of Privilege Vulnerability
Internet Explorer 11 on Windows 10 Version 1703 for 32-bit Systems,4088782,10486-10951,CVE-2018-0942,Internet Explorer Elevation of Privilege Vulnerability
Internet Explorer 11 on Windows 10 Version 1703 for x64-based Systems,4088782,10486-10952,CVE-2018-0942,Internet Explorer Elevation of Privilege Vulnerability
Adobe Flash Player on Windows 10 Version 1703 for 32-bit Systems,4088785,10384-10951,ADV180006,March 2018 Adobe Flash Security Update
Adobe Flash Player on Windows 10 Version 1703 for x64-based Systems,4088785,10384-10952,ADV180006,March 2018 Adobe Flash Security Update
Adobe Flash Player on Windows 10 Version 1709 for 32-bit Systems,4088785,10384-11453,ADV180006,March 2018 Adobe Flash Security Update
Adobe Flash Player on Windows 10 Version 1709 for x64-based Systems,4088785,10384-11454,ADV180006,March 2018 Adobe Flash Security Update
Adobe Flash Player on Windows 10 for 32-bit Systems,4088785,10384-10729,ADV180006,March 2018 Adobe Flash Security Update
Adobe Flash Player on Windows 10 for x64-based Systems,4088785,10384-10735,ADV180006,March 2018 Adobe Flash Security Update
Adobe Flash Player on Windows 10 Version 1511 for 32-bit Systems,4088785,10384-10789,ADV180006,March 2018 Adobe Flash Security Update
Adobe Flash Player on Windows 10 Version 1511 for x64-based Systems,4088785,10384-10788,ADV180006,March 2018 Adobe Flash Security Update
Adobe Flash Player on Windows 10 Version 1607 for 32-bit Systems,4088785,10384-10852,ADV180006,March 2018 Adobe Flash Security Update
Adobe Flash Player on Windows 10 Version 1607 for x64-based Systems,4088785,10384-10853,ADV180006,March 2018 Adobe Flash Security Update
Adobe Flash Player on Windows Server 2016,4088785,10384-10816,ADV180006,March 2018 Adobe Flash Security Update
Adobe Flash Player on Windows 8.1 for 32-bit systems,4088785,10384-10481,ADV180006,March 2018 Adobe Flash Security Update
Adobe Flash Player on Windows 8.1 for x64-based systems,4088785,10384-10482,ADV180006,March 2018 Adobe Flash Security Update
Adobe Flash Player on Windows RT 8.1,4088785,10384-10484,ADV180006,March 2018 Adobe Flash Security Update
Adobe Flash Player on Windows Server 2012,4088785,10384-10378,ADV180006,March 2018 Adobe Flash Security Update
Adobe Flash Player on Windows Server 2012 R2,4088785,10384-10483,ADV180006,March 2018 Adobe Flash Security Update
Microsoft SharePoint Enterprise Server 2016,4018293,10950,CVE-2018-0947,Microsoft Sharepoint Elevation of Privilege Vulnerability
Microsoft SharePoint Foundation 2013 Service Pack 1,4018304,10612,CVE-2018-0947,Microsoft Sharepoint Elevation of Privilege Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4088782,10951,CVE-2018-0977,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 1703 for x64-based Systems,4088782,10952,CVE-2018-0977,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4088776,11453,CVE-2018-0977,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 1709 for x64-based Systems,4088776,11454,CVE-2018-0977,Win32k Elevation of Privilege Vulnerability
Windows Server, version 1709  (Server Core Installation),4088776,11466,CVE-2018-0977,Win32k Elevation of Privilege Vulnerability
Windows 10 for 32-bit Systems,4088786,10729,CVE-2018-0977,Win32k Elevation of Privilege Vulnerability
Windows 10 for x64-based Systems,4088786,10735,CVE-2018-0977,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 1511 for 32-bit Systems,4088779,10789,CVE-2018-0977,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 1511 for x64-based Systems,4088779,10788,CVE-2018-0977,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4088787,10852,CVE-2018-0977,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 1607 for x64-based Systems,4088787,10853,CVE-2018-0977,Win32k Elevation of Privilege Vulnerability
Windows Server 2016,4088787,10816,CVE-2018-0977,Win32k Elevation of Privilege Vulnerability
Windows Server 2016  (Server Core installation),4088787,10855,CVE-2018-0977,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4088782,10951,CVE-2018-0983,Windows Storage Services Elevation of Privilege Vulnerability
Windows 10 Version 1703 for x64-based Systems,4088782,10952,CVE-2018-0983,Windows Storage Services Elevation of Privilege Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4088776,11453,CVE-2018-0983,Windows Storage Services Elevation of Privilege Vulnerability
Windows 10 Version 1709 for x64-based Systems,4088776,11454,CVE-2018-0983,Windows Storage Services Elevation of Privilege Vulnerability
Windows Server, version 1709  (Server Core Installation),4088776,11466,CVE-2018-0983,Windows Storage Services Elevation of Privilege Vulnerability
Windows 10 Version 1511 for 32-bit Systems,4088779,10789,CVE-2018-0983,Windows Storage Services Elevation of Privilege Vulnerability
Windows 10 Version 1511 for x64-based Systems,4088779,10788,CVE-2018-0983,Windows Storage Services Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4088787,10852,CVE-2018-0983,Windows Storage Services Elevation of Privilege Vulnerability
Windows 10 Version 1607 for x64-based Systems,4088787,10853,CVE-2018-0983,Windows Storage Services Elevation of Privilege Vulnerability
Windows Server 2016,4088787,10816,CVE-2018-0983,Windows Storage Services Elevation of Privilege Vulnerability
Windows Server 2016  (Server Core installation),4088787,10855,CVE-2018-0983,Windows Storage Services Elevation of Privilege Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4100480,10048,CVE-2018-1038,Windows Kernel Elevation of Privilege Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4100480,10051,CVE-2018-1038,Windows Kernel Elevation of Privilege Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4100480,10049,CVE-2018-1038,Windows Kernel Elevation of Privilege Vulnerability
ASP.NET Core 2.0,Commit,11460,CVE-2018-0787,ASP.NET Core Elevation of Privilege Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4088782,10951,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1703 for x64-based Systems,4088782,10952,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4088776,11453,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1709 for x64-based Systems,4088776,11454,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows Server, version 1709  (Server Core Installation),4088776,11466,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows 10 for 32-bit Systems,4088786,10729,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows 10 for x64-based Systems,4088786,10735,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1511 for 32-bit Systems,4088779,10789,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1511 for x64-based Systems,4088779,10788,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4088787,10852,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1607 for x64-based Systems,4088787,10853,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows Server 2016,4088787,10816,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows Server 2016  (Server Core installation),4088787,10855,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4088875,10047,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4088878,10047,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4088875,10048,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4088878,10048,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,4088876,10481,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,4088879,10481,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows 8.1 for x64-based systems,4088876,10482,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows 8.1 for x64-based systems,4088879,10482,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows RT 8.1,4088876,10484,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4089344,9312,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),4089344,10287,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for Itanium-Based Systems Service Pack 2,4089344,9311,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for x64-based Systems Service Pack 2,4089344,9318,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),4089344,9344,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4088875,10050,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4088878,10050,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4088875,10051,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4088878,10051,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4088875,10049,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4088878,10049,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012,4088877,10378,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012,4088880,10378,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 (Server Core installation),4088877,10379,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 (Server Core installation),4088880,10379,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 R2,4088876,10483,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 R2,4088879,10483,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 R2 (Server Core installation),4088876,10543,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 R2 (Server Core installation),4088879,10543,CVE-2018-0813,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4088782,10951,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1703 for x64-based Systems,4088782,10952,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4088776,11453,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1709 for x64-based Systems,4088776,11454,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows Server, version 1709  (Server Core Installation),4088776,11466,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows 10 for 32-bit Systems,4088786,10729,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows 10 for x64-based Systems,4088786,10735,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1511 for 32-bit Systems,4088779,10789,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1511 for x64-based Systems,4088779,10788,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4088787,10852,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1607 for x64-based Systems,4088787,10853,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows Server 2016,4088787,10816,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows Server 2016  (Server Core installation),4088787,10855,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4088875,10047,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4088878,10047,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
